Guideline,Section,Topic,Identifier,Revision,Updated,All,OS,P,S,TS,ML1,ML2,ML3,Description,Responsible Entity,Implementation Status,Implementation Comments
Guidelines for ICT Equipment,ICT equipment sanitisation and destruction,Sanitising printers and multifunction devices,ISM-0318,3,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,"When unable to sanitise printer cartridges or MFD print drums, they are destroyed as per electrostatic memory devices.",,,
Guidelines for ICT Equipment,ICT equipment sanitisation and destruction,Sanitising printers and multifunction devices,ISM-1534,0,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Printer ribbons in printers and MFDs are removed and destroyed.,,,
Guidelines for ICT Equipment,ICT equipment sanitisation and destruction,Sanitising televisions and computer monitors,ISM-1076,2,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Televisions and computer monitors with minor burn-in or image persistence are sanitised by displaying a solid white image on the screen for an extended period of time.,,,
Guidelines for ICT Equipment,ICT equipment sanitisation and destruction,Sanitising televisions and computer monitors,ISM-1222,1,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Televisions and computer monitors that cannot be sanitised are destroyed.,,,
Guidelines for ICT Equipment,ICT equipment sanitisation and destruction,Sanitising network devices,ISM-1223,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Memory in network devices is sanitised using the following processes, in order of preference:
• following device-specific guidance provided in evaluation documentation
• following vendor sanitisation guidance
• loading a dummy configuration file, performing a factory reset and then reinstalling firmware.",,,
Guidelines for ICT Equipment,ICT equipment sanitisation and destruction,Sanitising fax machines,ISM-1225,2,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,"The paper tray of the fax machine is removed, and a fax message with a minimum length of four pages is transmitted, before the paper tray is re-installed to allow a fax summary page to be printed.",,,
Guidelines for ICT Equipment,ICT equipment sanitisation and destruction,Sanitising fax machines,ISM-1226,2,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Fax machines are checked to ensure no pages are trapped in the paper path due to a paper jam.,,,
Guidelines for ICT Equipment,ICT equipment disposal,ICT equipment disposal processes and procedures,ISM-1550,2,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"ICT equipment disposal processes, and supporting ICT equipment disposal procedures, are developed, implemented and maintained.",,,
Guidelines for ICT Equipment,ICT equipment disposal,Disposal of ICT equipment,ISM-1217,2,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Labels and markings indicating the owner, sensitivity, classification or any other marking that can associate ICT equipment with its prior use are removed prior to its disposal.",,,
Guidelines for ICT Equipment,ICT equipment disposal,Disposal of ICT equipment,ISM-0321,5,45558,No,No,No,Yes,Yes,No,No,No,"When disposing of ICT equipment that has been designed or modified to meet emanation security standards, ASD is contacted for requirements relating to its disposal.",,,
Guidelines for ICT Equipment,ICT equipment disposal,Disposal of ICT equipment,ISM-0316,3,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Following sanitisation, destruction or declassification, a formal administrative decision is made to release ICT equipment, or its waste, into the public domain.",,,
Guidelines for Media,Media usage,Media management policy,ISM-1549,1,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"A media management policy is developed, implemented and maintained.",,,
Guidelines for Media,Media usage,Removable media usage policy,ISM-1359,4,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"A removable media usage policy is developed, implemented and maintained.",,,
Guidelines for Media,Media usage,Removable media register,ISM-1713,2,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"A removable media register is developed, implemented, maintained and verified on a regular basis.",,,
Guidelines for Media,Media usage,Labelling media,ISM-0332,4,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,"Media, with the exception of internally mounted fixed media within ICT equipment, is labelled with protective markings reflecting its sensitivity or classification.",,,
Guidelines for Media,Media usage,Classifying media,ISM-0323,8,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Media is classified to the highest sensitivity or classification of data it stores, unless the media has been classified to a higher sensitivity or classification.",,,
Guidelines for Media,Media usage,Classifying media,ISM-0337,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Media is only used with systems that are authorised to process, store or communicate its sensitivity or classification.",,,
Guidelines for Media,Media usage,Reclassifying media,ISM-0325,6,45403,Yes,Yes,Yes,Yes,Yes,No,No,No,"Any media connected to a system with a higher sensitivity or classification than the media is reclassified to the higher sensitivity or classification, unless the media is read-only or the system has a mechanism through which read-only access can be ensured.",,,
Guidelines for Media,Media usage,Reclassifying media,ISM-0330,7,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"Before reclassifying media to a lower sensitivity or classification, the media is sanitised or destroyed, and a formal administrative decision is made to reclassify it.",,,
Guidelines for Media,Media usage,Handling media,ISM-0831,5,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Media is handled in a manner suitable for its sensitivity or classification.,,,
Guidelines for Media,Media usage,Handling media,ISM-1059,4,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,All data stored on media is encrypted.,,,
Guidelines for Media,Media usage,Sanitising media before first use,ISM-1600,1,45403,Yes,Yes,Yes,Yes,Yes,No,No,No,Media is sanitised before it is used for the first time.,,,
Guidelines for Media,Media usage,Sanitising media before first use,ISM-1642,0,45403,Yes,Yes,Yes,Yes,Yes,No,No,No,Media is sanitised before it is reused in a different security domain.,,,
Guidelines for Media,Media usage,Using media for data transfers,ISM-0347,5,45403,Yes,Yes,Yes,Yes,Yes,No,No,No,"When transferring data manually between two systems belonging to different security domains, write-once media is used unless the destination system has a mechanism through which read-only access can be ensured.",,,
Guidelines for Media,Media usage,Using media for data transfers,ISM-0947,6,45403,Yes,Yes,Yes,Yes,Yes,No,No,No,"When transferring data manually between two systems belonging to different security domains, rewritable media is sanitised after each data transfer.",,,
Guidelines for Media,Media sanitisation,Media sanitisation processes and procedures,ISM-0348,5,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"Media sanitisation processes, and supporting media sanitisation procedures, are developed, implemented and maintained.",,,
Guidelines for Media,Media sanitisation,Volatile media sanitisation,ISM-0351,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Volatile media is sanitised by removing its power for at least 10 minutes.,,,
Guidelines for Media,Media sanitisation,Volatile media sanitisation,ISM-0352,4,45647,No,No,No,Yes,Yes,No,No,No,SECRET and TOP SECRET volatile media is sanitised by overwriting it at least once in its entirety with a random pattern followed by a read back for verification.,,,
Guidelines for Media,Media sanitisation,Treatment of volatile media following sanitisation,ISM-0835,4,45647,No,No,No,No,Yes,No,No,No,"Following sanitisation, TOP SECRET volatile media retains its classification if it stored static data for an extended period of time, or had data repeatedly stored on or written to the same memory location for an extended period of time.",,,
Guidelines for Media,Media sanitisation,Non-volatile magnetic media sanitisation,ISM-0354,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Non-volatile magnetic media is sanitised by overwriting it at least once (or three times if pre-2001 or under 15 GB) in its entirety with a random pattern followed by a read back for verification.,,,
Guidelines for Media,Media sanitisation,Non-volatile magnetic media sanitisation,ISM-1065,3,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,The host-protected area and device configuration overlay table are reset prior to the sanitisation of non-volatile magnetic hard drives.,,,
Guidelines for Media,Media sanitisation,Non-volatile magnetic media sanitisation,ISM-1067,4,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"The ATA secure erase command is used, in addition to block overwriting software, to ensure the growth defects table of non-volatile magnetic hard drives is overwritten.",,,
Guidelines for Media,Media sanitisation,Treatment of non-volatile magnetic media following sanitisation,ISM-0356,6,45647,No,No,No,Yes,Yes,No,No,No,"Following sanitisation, SECRET and TOP SECRET non-volatile magnetic media retains its classification.",,,
Guidelines for Media,Media sanitisation,Non-volatile erasable programmable read-only memory media sanitisation,ISM-0357,5,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Non-volatile EPROM media is sanitised by applying three times the manufacturer’s specified ultraviolet erasure time and then overwriting it at least once in its entirety with a random pattern followed by a read back for verification.,,,
Guidelines for Media,Media sanitisation,Non-volatile electrically erasable programmable read-only memory media sanitisation,ISM-0836,3,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Non-volatile EEPROM media is sanitised by overwriting it at least once in its entirety with a random pattern followed by a read back for verification.,,,
Guidelines for Media,Media sanitisation,Treatment of non-volatile erasable and electrically erasable programmable read-only memory media following sanitisation,ISM-0358,6,45647,No,No,No,Yes,Yes,No,No,No,"Following sanitisation, SECRET and TOP SECRET non-volatile EPROM and EEPROM media retains its classification.",,,
Guidelines for Media,Media sanitisation,Non-volatile flash memory media sanitisation,ISM-0359,4,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Non-volatile flash memory media is sanitised by overwriting it at least twice in its entirety with a random pattern followed by a read back for verification.,,,
Guidelines for Media,Media sanitisation,Treatment of non-volatile flash memory media following sanitisation,ISM-0360,6,45647,No,No,No,Yes,Yes,No,No,No,"Following sanitisation, SECRET and TOP SECRET non-volatile flash memory media retains its classification.",,,
Guidelines for Media,Media sanitisation,Media that cannot be successfully sanitised,ISM-1735,0,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Faulty or damaged media that cannot be successfully sanitised is destroyed prior to its disposal.,,,
Guidelines for Media,Media destruction,Media destruction processes and procedures,ISM-0363,4,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"Media destruction processes, and supporting media destruction procedures, are developed, implemented and maintained.",,,
Guidelines for Media,Media destruction,Media that cannot be sanitised,ISM-0350,5,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"The following media types are destroyed prior to their disposal:
• microfiche and microfilm
• optical discs
• programmable read-only memory
• read-only memory
• other types of media that cannot be sanitised.",,,
